page_url,domain,url_matched_for_gallery_page,url_matched_for_page_with_gallery,number_of_images_by_img_src,number_of_images_by_a_href,has_match
https://prozeny.blesk.cz/clanek/pro-zeny-pribehy/589768/na-rakovinu-ji-zemrel-manzel-ted-ji-ma-jejich-petilety-syn-neuverite-kdo-jim-pomaha-nejvic.html,prozeny.blesk.cz,False,False,0,7,True
https://prozeny.blesk.cz/galerie/pribehy/866988/to-je-hrdinka-po-znasilneni-smrti-partnera-a-rakovine-vychovava-dve-deti-s-autismem,prozeny.blesk.cz,True,False,0,0,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/602744/vondrackova-prichazi-o-nejvetsiho-spojence-chysta-se-velke-stehovani-z-montrealu.html,www.blesk.cz,False,False,0,46,True
https://prozeny.blesk.cz/galerie/pribehy/848832/unikatni-zabery-zachranare-takhle-to-vypada-kdyz-vas-pod-snehem-hleda-pes?foto=3,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/848832/unikatni-zabery-zachranare-takhle-to-vypada-kdyz-vas-pod-snehem-hleda-pes?foto=1,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/848832/unikatni-zabery-zachranare-takhle-to-vypada-kdyz-vas-pod-snehem-hleda-pes?foto=2,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/848832/unikatni-zabery-zachranare-takhle-to-vypada-kdyz-vas-pod-snehem-hleda-pes?foto=0,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/849866/panenka-barbie-slavi-60-narozeniny-letos-se-docka-i-invalidniho-voziku-a-protezy?foto=2,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/849866/panenka-barbie-slavi-60-narozeniny-letos-se-docka-i-invalidniho-voziku-a-protezy?foto=1,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/849866/panenka-barbie-slavi-60-narozeniny-letos-se-docka-i-invalidniho-voziku-a-protezy?foto=3,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/849866/panenka-barbie-slavi-60-narozeniny-letos-se-docka-i-invalidniho-voziku-a-protezy?foto=0,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/544374/cestovani-ji-plati-muzi-ktere-poznala-na-seznamce-trva-ale-na-tom-ze-zlatokopka-neni?foto=3,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/544374/cestovani-ji-plati-muzi-ktere-poznala-na-seznamce-trva-ale-na-tom-ze-zlatokopka-neni?foto=2,prozeny.blesk.cz,True,False,0,0,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/596695/ostra-kritika-harryho-a-meghan-za-to-co-s-oblibou-delate-i-vy-to-je-prisne.html,www.blesk.cz,False,False,0,103,True
https://prozeny.blesk.cz/galerie/pribehy/544374/cestovani-ji-plati-muzi-ktere-poznala-na-seznamce-trva-ale-na-tom-ze-zlatokopka-neni?foto=0,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/544374/cestovani-ji-plati-muzi-ktere-poznala-na-seznamce-trva-ale-na-tom-ze-zlatokopka-neni?foto=1,prozeny.blesk.cz,True,False,0,0,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/570918/tajemstvi-druzicky-ze-svatby-eugenie-proc-drzi-v-ruce-houbu.html,www.blesk.cz,False,False,0,44,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/586606/meghan-zehli-roztrzku-s-kate-prispechala-s-darem-ktery-ji-ma-obmekcit.html,www.blesk.cz,False,False,0,44,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/599600/tehotna-meghan-dala-harrymu-poradnou-lekci-princ-se-konecne-polepsil.html,www.blesk.cz,False,False,0,56,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/591230/vevodkyne-kate-a-meghan-na-koberecku-princ-charles-je-srovnal-do-late.html,www.blesk.cz,False,False,0,146,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/597996/s-kym-cekas-dite-meghan-princ-harry-vyrkl-pochyby-o-otcovstvi-miminka.html,www.blesk.cz,False,False,0,118,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/599498/steskem-po-meghan-neplace-byvala-sluzebna-klofla-dzob-u-miliardare.html,www.blesk.cz,False,False,0,34,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/599115/valka-meghan-a-kate-priostruje-kralovske-rivalky-se-na-akci-vzajemne-vyhybaly.html,www.blesk.cz,False,False,0,50,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/600274/harry-davej-si-na-nej-pozor-meghan-ukazala-druheho-nejdulezitejsiho-muze-sveho-zivota.html,www.blesk.cz,False,False,0,52,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/601200/tehotna-meghan-tercem-posmechu-nastvane-sluzebnictvo-vymyslelo-strasnou-prezdivku.html,www.blesk.cz,False,False,0,54,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/597637/tehotna-vevodkyne-meghan-v-maroku-ve-3-dnech-mela-garderobu-za-3-2-milionu.html,www.blesk.cz,False,False,0,11,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/600570/vevodkyne-meghan-to-schytala-za-kalkul-proc-porad-kopiruje-slavne.html,www.blesk.cz,False,False,0,115,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/600801/princ-charles-neni-jediny-v-plavkach-byli-pristizeni-i-meghan-s-harrym-a-kate.html,www.blesk.cz,False,False,0,52,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/600785/kralovna-s-vevodkyni-kate-ve-skvele-nalade-zabavne-odpoledne-si-obe-uzily.html,www.blesk.cz,False,False,0,50,True
https://www.blesk.cz/clanek/volby-evropske-volby/602421/exkluzivne-sizene-potraviny-cesi-resi-vic-nez-migranty-a-ano-spadlo-z-trunu.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/meghan-markle-wiki,www.blesk.cz,False,False,0,10,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/600793/porod-se-blizi-nakupy-zacaly-miminko-harryho-a-meghan-si-uzije-luxusu.html,www.blesk.cz,False,False,0,58,True
https://www.blesk.cz/volby-evropsky-parlament-2019-termin-system,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/kandidati-evropsky-parlament-2019,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-krimi/605363/pri-nehode-vezenskeho-autobusu-zemrel-mlady-fotbalista-23-filip-hral-jeste-v-nedeli-za-kladno.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-udalosti/545722/23letemu-milanovi-tuhne-pater-picha-si-injekce-do-stehen-kvuli-bechterevovi.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/jak-volit-evropsky-parlament,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-krimi/605040/sexy-modelka-37-se-utopila-v-mori-chtela-zachranit-stenatka-ktera-smetla-boure.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/603153/tohle-si-rytmus-za-ramecek-neda-dara-rolins-po-rozchodu-priznala-jak-to-ma-s-muzi.html,www.blesk.cz,False,False,0,59,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/600728/misska-z-decaku-veronika-kasakova-misto-svatby-rozchod.html,www.blesk.cz,False,False,0,42,True
https://prozeny.blesk.cz/clanek/pro-zeny-pribehy/602964/marta-kadlecova-videla-jsem-vypalene-lezaky-domy-jeste-doutnaly.html,prozeny.blesk.cz,False,False,0,7,True
https://prozeny.blesk.cz/galerie/pribehy/863030/deti-nakreslily-svuj-vysneny-pokoj-a-takhle-uzasne-pak-vypada-skutecnost?foto=5,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/clanek/pro-zeny-pribehy/603428/po-nehode-je-na-voziku-adrenalinove-sporty-ale-dela-dal-tato-zena-nas-inspiruje.html,prozeny.blesk.cz,False,False,0,7,True
https://prozeny.blesk.cz/galerie/pribehy/863030/deti-nakreslily-svuj-vysneny-pokoj-a-takhle-uzasne-pak-vypada-skutecnost?foto=4,prozeny.blesk.cz,True,False,0,0,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/569795/princ-william-se-neudrzel-a-porusil-protokol-vse-kvuli-krase-kate.html,www.blesk.cz,False,False,0,26,True
https://prozeny.blesk.cz/clanek/pro-zeny-pribehy/603418/ochrnuti-psi-muzou-znovu-behat-diky-teto-zene-tleskame.html,prozeny.blesk.cz,False,False,0,7,True
https://prozeny.blesk.cz/clanek/pro-zeny-vip-rozhovory/604686/vaclav-noid-barta-vychovavat-cizi-dite-mi-nedela-problem.html,prozeny.blesk.cz,False,False,0,7,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/571016/dalsi-stesti-v-kralovske-rodine-sestra-vevodkyne-kate-je-v-porodnici.html,www.blesk.cz,False,False,0,32,True
https://prozeny.blesk.cz/galerie/pribehy/865206/smali-se-ji-na-plazi-kvuli-bikinam-a-nadvaze-ona-vzkazuje-rodicum-ucte-sve-deti-pokore?foto=5,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/clanek/pro-zeny-pribehy/559611/v-plavkach-sem-nemuzete-xxl-blogerce-v-hotelu-naridili-aby-se-prevlekla.html,prozeny.blesk.cz,False,False,0,7,True
https://prozeny.blesk.cz/clanek/pro-zeny-vip-rozhovory/604208/nikol-moravcova-moda-uz-me-nebavi-a-doma-se-sotva-ucesu.html,prozeny.blesk.cz,False,False,0,7,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/570898/tvrda-pravidla-dite-harryho-s-meghan-ziska-titul-jen-kdyz-zemre-kralovna.html,www.blesk.cz,False,False,0,88,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/603262/zemrela-nejstarsi-clenka-kralovske-rodiny-s-kate-ji-pojilo-silne-pouto.html,www.blesk.cz,False,False,0,92,True
https://www.blesk.cz/clanek/regiony-praha-prazane/602517/nejstarsi-bezec-pulmaratonu-jiri-81-beham-ted-od-manzelky-rika-s-nadsazkou.html,www.blesk.cz,False,False,0,16,True
https://www.blesk.cz/clanek/regiony-praha-prazane/602434/z-banality-se-vyklubal-boj-o-zivot-slinivka-mi-zacala-travit-sama-sebe-rika-lukas-41-prodelal-14-operaci.html,www.blesk.cz,False,False,0,20,True
https://www.blesk.cz/clanek/regiony-praha-prazane/602624/cmaranice-meni-v-umelecky-skvost-ze-starych-kachlicek-dila-skupiny-free-mozaik-objevite-hlavne-v-praze-10.html,www.blesk.cz,False,False,0,18,True
https://www.blesk.cz/clanek/zpravy-udalosti/602749/pestounka-jirina-skoncila-po-prvnim-diteti-na-antidepresivech-syna-ji-odvezli-do-ciziny.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/regiony-ostrava/602163/sochar-rybicka-daroval-kraji-unikatni-motorky-na-univerzite-kvuli-tomu-vznikl-novy-obor.html,www.blesk.cz,False,False,0,16,True
https://www.blesk.cz/clanek/regiony-praha-prazane/603263/zazrakem-prezil-florbalistu-radka-27-pobodali-na-ulici-prisel-kvuli-tomu-o-nohu-chci-zase-sportovat-rika.html,www.blesk.cz,False,False,0,28,True
https://www.blesk.cz/clanek/regiony-praha-prazane/602489/nikole-27-sahali-i-mezi-nohy-stud-pred-navstevniky-v-galerii-nahych-tel-v-praze-odhodila-byla-jsem-ve-svem-zivlu-rekla.html,www.blesk.cz,False,False,0,60,True
https://www.blesk.cz/clanek/regiony-praha-prazane/603021/simona-56-prodava-stare-cennosti-s-pribehem-jaka-uskali-musi-starozitnici-prekonavat.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/regiony-ostrava/600676/prezil-popaleniny-na-65-tela-hornika-z-vybuchleho-dolu-ve-stonave-propustili-z-nemocnice.html,www.blesk.cz,False,False,0,28,True
https://www.blesk.cz/clanek/regiony-praha-prazane/604181/tisice-hodin-i-korun-gabriela-tka-z-vlny-gobeliny-svou-praci-predstavila-na-tydnu-designu-v-praze.html,www.blesk.cz,False,False,0,21,True
https://www.blesk.cz/clanek/zpravy-udalosti/603960/deti-prace-i-umirajici-maminka-petra-je-sendvicovy-otrok-a-vola-po-zmene.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-blesk-tlapky/604188/richardovi-ozivili-psa-po-5-mesicich-zaplatil-dva-miliony.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-krimi/604821/hruza-na-kladensku-zena-pobodala-muze-ktery-udajne-skrtil-jeji-dite.html,www.blesk.cz,False,False,0,14,True
https://www.blesk.cz/clanek/regiony-praha-prazane/604573/spojila-je-laska-ke-drevu-kuba-s-betkou-v-praze-predstavili-truhlarske-skvosty.html,www.blesk.cz,False,False,0,27,True
https://www.blesk.cz/clanek/zpravy-svet/605021/kamaraduv-rotvajler-se-zakousl-do-holcicky-15-mes-diteti-nebylo-pomoci.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-krimi/605136/pohresovaneho-ondreje-14-ze-cvikova-se-podarilo-vypatrat.html,www.blesk.cz,False,False,0,3,True
https://www.blesk.cz/clanek/zpravy-krimi/605034/holcicka-6-spadla-v-harrachove-z-lanovky-policie-obvinila-babicku.html,www.blesk.cz,False,False,0,2,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/603495/odvazne-fotky-anety-krejcikove-nahoty-se-nebala-ani-v-tehotenstvi.html,www.blesk.cz,False,False,0,14,True
https://www.blesk.cz/clanek/celebrity-svetove-celebrity/604949/sefkuchar-gordon-ramsay-muze-hrdy-oba-synove-jako-by-mu-z-oka-vypadli.html,www.blesk.cz,False,False,0,32,True
https://www.blesk.cz/clanek/volby-evropske-volby/605065/lidryne-ano-o-povesti-babise-vynechane-slechtove-bruselu-v-praze-i-zklamani-v-eu.html,www.blesk.cz,False,False,0,15,True
https://www.blesk.cz/clanek/celebrity-svetove-celebrity/604041/exmanzel-bellucciove-cassel-potreti-otcem-tmava-kraska-22-mu-porodila-zase-holku.html,www.blesk.cz,False,False,0,18,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/604147/konec-velkeho-pratelstvi-s-panovnici-meghan-se-vykaslala-na-kralovnu.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/604206/exmanzelka-hulky-a-vojtka-libuska-promluvila-o-dalsim-diteti.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/604353/nejvic-sexy-tanecnice-ze-stardance-porodila-jake-dala-dceri-jmeno.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/regiony-plzen/604531/chlapecek-se-dral-z-maminky-na-ceste-sanitka-musela-zastavit-privolali-inkubator.html,www.blesk.cz,False,False,0,2,True
https://prozeny.blesk.cz/galerie/pribehy/863030/deti-nakreslily-svuj-vysneny-pokoj-a-takhle-uzasne-pak-vypada-skutecnost?foto=2,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/863030/deti-nakreslily-svuj-vysneny-pokoj-a-takhle-uzasne-pak-vypada-skutecnost?foto=3,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/863030/deti-nakreslily-svuj-vysneny-pokoj-a-takhle-uzasne-pak-vypada-skutecnost?foto=1,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/863030/deti-nakreslily-svuj-vysneny-pokoj-a-takhle-uzasne-pak-vypada-skutecnost?foto=0,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/clanek/pro-zeny-pribehy/538847/misto-pomoci-sikana-od-ucitelek-autisticky-chlapec-si-ve-specialni-skole-prosel-peklem.html,prozeny.blesk.cz,False,False,0,6,True
https://prozeny.blesk.cz/clanek/pro-zeny-pribehy/499579/chlapec-s-autismem-uz-diky-svemu-psimu-kamaradovi-nebije-hlavou-o-zed.html,prozeny.blesk.cz,False,False,0,7,True
https://prozeny.blesk.cz/galerie/pribehy/865206/smali-se-ji-na-plazi-kvuli-bikinam-a-nadvaze-ona-vzkazuje-rodicum-ucte-sve-deti-pokore?foto=4,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/865206/smali-se-ji-na-plazi-kvuli-bikinam-a-nadvaze-ona-vzkazuje-rodicum-ucte-sve-deti-pokore?foto=2,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/865206/smali-se-ji-na-plazi-kvuli-bikinam-a-nadvaze-ona-vzkazuje-rodicum-ucte-sve-deti-pokore?foto=3,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/865206/smali-se-ji-na-plazi-kvuli-bikinam-a-nadvaze-ona-vzkazuje-rodicum-ucte-sve-deti-pokore?foto=0,prozeny.blesk.cz,True,False,0,0,True
https://prozeny.blesk.cz/galerie/pribehy/865206/smali-se-ji-na-plazi-kvuli-bikinam-a-nadvaze-ona-vzkazuje-rodicum-ucte-sve-deti-pokore?foto=1,prozeny.blesk.cz,True,False,0,0,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/605427/vysledky-pitvy-ministra-rrrozkose-nekonecneho-52-tohle-nikdo-necekal.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/604976/zachazeli-s-ni-jako-se-psem-exmanazer-bartosove-48-po-letech-promluvil.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/589283/tehotna-meghan-uz-ma-jmeno-pro-dite-prozradila-jake-by-se-ji-libilo-pro-holcicku.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/605405/luxus-mu-chybet-nebude-kde-si-repka-odpyka-svuj-trest.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/zpravy-krimi/601906/detaily-otresneho-nalezu-u-prerova-mrtve-miminko-bylo-v-bobri-jame-pohlavi-musi-urcit-pitva.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-krimi/601988/krkavci-matka-z-teplic-stoji-pred-soudem-hrozi-ji-az-dozivoti.html,www.blesk.cz,False,False,0,14,True
https://www.blesk.cz/clanek/regiony-brno-brno-krimi/602034/hrdina-z-krvave-nehody-v-brne-lukas-vyvedl-maminku-a-mesicni-miminko-z-trosek-trolejbusu.html,www.blesk.cz,False,False,0,15,True
https://www.blesk.cz/clanek/zpravy-krimi/602474/mrtve-miminko-lezelo-v-bobri-nore-policie-prosi-o-pomoc.html,www.blesk.cz,False,False,0,3,True
https://www.blesk.cz/clanek/celebrity-svetove-celebrity/601927/svudnik-dornan-z-padesati-odstinu-sedi-stal-se-trojnasobnym-tatinkem-dockal-se-kluka.html,www.blesk.cz,False,False,0,19,True
https://www.blesk.cz/clanek/celebrity-serialy-filmy-kino-a-tv/602248/dohra-vymeny-manzelek-co-se-stalo-se-sonou-a-standou-spadne-vam-z-toho-brada.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/602396/martina-gavriely-pet-mesicu-po-porodu-nemuze-se-hybat-zcela-odkazana-na-pomoc-ostatnich.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/602664/eliska-buckova-konecne-predvedla-vytouzene-miminko-budu-te-milovat-a-chranit-slibuje.html,www.blesk.cz,False,False,0,18,True
https://www.blesk.cz/clanek/celebrity-svetove-celebrity/602408/drsnak-rytmus-vedle-tehotne-jasminy-roztal-na-nezne-fotce-pusinkuje-i-bengora-v-brise.html,www.blesk.cz,False,False,0,18,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/602572/partnerka-itala-ridiho-huncarova-se-chlubila-miminkem-docka-se-tanecnice-nekdy-vlastniho.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/603229/rytmusova-tehulka-jasmina-kvuli-vasnivym-debatam-s-nahradni-mamou-propasla-prehlidku.html,www.blesk.cz,False,False,0,19,True
https://www.blesk.cz/clanek/celebrity-serialy-filmy-kino-a-tv/602947/mamu-uz-nam-nevracejte-uz-ji-nechci-z-vymeny-manzelek-mrazi.html,www.blesk.cz,False,False,0,17,True
https://prozeny.blesk.cz/clanek/pro-zeny-pribehy/534627/sokujici-fotku-postizene-divky-pouzili-k-propagaci-potratu-matka-se-vzbourila.html,prozeny.blesk.cz,False,False,0,7,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/602567/serena-se-prorekla-pohlavi-kralovskeho-miminka-odtajneno-meghan-a-harry-cekaji.html,www.blesk.cz,False,False,0,75,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/602403/predporodni-mini-libanky-meghan-a-harryho-staly-balik-poddani-opet-skripou-zuby.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/602290/oskliva-pravda-o-meghan-pretvarka-hadky-a-valka-s-kate-kralovska-rodina-zuri.html,www.blesk.cz,False,False,0,18,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/602223/tohle-kate-necekala-rekordmani-harry-a-meghan-po-odstrizeni-vytreli-vsem-zrak.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/602089/provokaterka-meghan-s-harrym-slavi-odtrhnuti-od-williama-s-kate-zvlastnim-cinem.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/602490/harry-s-meghan-maji-problem-kvuli-instagramu-ukradli-jmeno.html,www.blesk.cz,False,False,0,92,True
https://www.blesk.cz/clanek/celebrity-ceske-celebrity/603245/rev-dcery-nedava-privadi-me-k-silenstvi-pripousti-unavena-leichtova.html,www.blesk.cz,False,False,0,17,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/602346/takhle-vytoceneho-harryho-jste-nezazili-vadi-mu-to-co-meghan-miluje.html,www.blesk.cz,False,False,0,18,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/604076/meghan-uz-porodila-vevodkyne-taji-narozeni-miminka-a-zazdila-i-kralovnu.html,www.blesk.cz,False,False,0,100,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/602718/posledni-rana-pro-otce-meghan-sve-vnouce-nikdy-neuvidi-rika-znalec-pomeru-v-palaci.html,www.blesk.cz,False,False,0,57,True
https://prozeny.blesk.cz/clanek/pro-zeny-laska-a-vztahy/550455/audrey-hepburn-prejidala-se-kourila-tri-krabicky-denne-a-petkrat-potratila.html,prozeny.blesk.cz,False,False,0,7,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/602686/kralovna-bouchla-mocnou-pesti-do-stolu-tohle-meghan-delat-nebude.html,www.blesk.cz,False,False,0,79,True
https://www.blesk.cz/clanek/celebrity-kralovske-rodiny/603744/meghan-tesne-pred-porodem-hnusna-slova-od-cloveka-kteremu-tak-verila.html,www.blesk.cz,False,False,0,115,True
https://www.blesk.cz/clanek/regiony-ostrava/483028/hasic-shrek-pomaha-autistovi-vaskovi-14-na-cyklozavod-mu-ale-chybi-zavodnici.html,www.blesk.cz,False,False,0,8,True
https://www.blesk.cz/clanek/zpravy-svet/489873/nenechte-to-hrat-si-na-zahrade-chteji-sousede-po-matce-autistickeho-syna-ten-mluvi-jen-skreky.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-udalosti/466922/rodiny-tezce-autistickych-deti-bez-pomoci-cesko-problem-roky-prehlizelo.html,www.blesk.cz,False,False,0,14,True
https://www.blesk.cz/clanek/zpravy-udalosti/470577/soused-autisty-bez-obalu-silim-z-neho-porad-beha-dupe-a-heka.html,www.blesk.cz,False,False,0,8,True
https://www.blesk.cz/clanek/zpravy-udalosti/496249/v-cesku-je-az-200-tisic-autistu-casto-maji-ale-spatnou-diagnozu.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-udalosti/498698/ockovani-vyvola-i-rakovinu-lekari-to-taji-tvrdi-spolek-nesmysl-shodli-se-experti.html,www.blesk.cz,False,False,0,6,True
https://www.blesk.cz/clanek/regiony-brno-brno-zpravy/501129/kriminalnici-treste-se-straznici-v-brne-maji-novy-clun-pet-aut-a-sest-skutru.html,www.blesk.cz,False,False,0,8,True
https://www.blesk.cz/clanek/zpravy-krimi/508151/obezni-deda-rozmackl-nevlastniho-vnuka-zalehnul-ho-vlastnim-telem-kdyz-mel-zachvat.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-udalosti/518890/kricel-a-ublizoval-si-rodice-vypiplali-maleho-autistu-ted-ma-vlastni-modni-znacku.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-udalosti/520362/zuzanka-3-5-neudrzi-ocni-kontakt-boji-se-snehu-i-travy-lekari-netusi-co-s-ni-je.html,www.blesk.cz,False,False,0,6,True
https://www.blesk.cz/clanek/zpravy-svet/520635/lide-blazni-s-ockovanim-kvuli-autismu-odmitaji-vakcinovat-i-psy-a-kocky.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-svet/538001/chlapec-s-autismem-postavil-nejvetsi-repliku-titaniku-z-lega-ted-doplula-do-usa.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/regiony-praha-prazane/538322/lidi-me-se-ou-ale-delam-je-stastnymi-autisticky-genius-matej-14-maluje-zpameti-slozite-mapy-mhd.html,www.blesk.cz,False,False,0,20,True
https://www.blesk.cz/clanek/zpravy-svet/502707/zena-tahala-dite-na-voditku-po-chodniku-jsem-dobra-matka-nikdo-z-vas-si-to-neumi-predstavit-brani-se.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-pribehy/546027/zdrave-deti-verunku-12-sikanovaly-rika-mama-autisticke-dcery-a-odmita-inkluzi.html,www.blesk.cz,False,False,0,1,True
https://www.blesk.cz/clanek/zpravy-svet/557584/eric-20-vysel-na-ulici-s-hrackou-autistu-se-samopalem-zastrelila-policie.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-svet/579662/autistu-adama-a-sportovni-hvezdu-poji-silne-pouto-jejich-pribeh-je-inspiraci.html,www.blesk.cz,False,False,0,13,True
https://www.blesk.cz/clanek/zpravy-svet/571072/ucitelka-vlacela-autisticke-dite-po-podlaze-pes-prihlizel-matka-chysta-zalobu.html,www.blesk.cz,False,False,0,6,True
https://www.blesk.cz/clanek/regiony-praha-prazane/577769/marketa-19-z-prahy-trpi-tezkou-formou-autismu-pomoc-magistratu-je-zalostna-rika-maminka.html,www.blesk.cz,False,False,0,11,True
https://www.blesk.cz/clanek/regiony-brno-brno-volny-cas/545327/deti-pomohou-detem-brnenska-zoo-chysta-specialni-program-pro-nemocne-a-tyrane.html,www.blesk.cz,False,False,0,16,True
https://www.blesk.cz/clanek/vanoce-vanocni-zpravy/581149/autista-adamek-11-se-bal-zubare-zoubek-vyvrtala-panda-s-tygrikem.html,www.blesk.cz,False,False,0,2,True
https://www.blesk.cz/clanek/zpravy-krimi/605226/zneucteni-pomnicku-ivanka-3-ktery-se-utopil-nepochopitelny-utok-a-hadky.html,www.blesk.cz,False,False,0,13,True
